hosp_date,age_group,new_hosp
2022-12-28,35-59,2018
2022-12-28,60-79,5323
2022-12-28,80+,7015
2022-12-29,00-04,169
2022-12-29,00+,12595
2022-12-29,05-14,36
2022-12-29,15-34,535
2022-12-29,35-59,1607
2022-12-29,60-79,4516
2022-12-29,80+,5732
2022-12-30,00-04,194
2022-12-30,00+,12035
2022-12-30,05-14,42
2022-12-30,15-34,530
2022-12-30,35-59,1524
2022-12-30,60-79,4352
2022-12-30,80+,5393
2022-12-31,00-04,185
2022-12-31,00+,11015
2022-12-31,05-14,66
2022-12-31,15-34,532
2022-12-31,35-59,1229
2022-12-31,60-79,3870
2022-12-31,80+,5133
2023-01-01,00-04,120
2023-01-01,00+,6061
2023-01-01,05-14,34
2023-01-01,15-34,280
2023-01-01,35-59,767
2023-01-01,60-79,2130
2023-01-01,80+,2730
2023-01-02,00-04,114
2023-01-02,00+,5789
2023-01-02,05-14,34
2023-01-02,15-34,264
2023-01-02,35-59,735
2023-01-02,60-79,2026
2023-01-02,80+,2616
2023-01-03,00-04,264
2023-01-03,00+,16515
2023-01-03,05-14,62
2023-01-03,15-34,679
2023-01-03,35-59,1916
2023-01-03,60-79,5962
2023-01-03,80+,7632
2023-01-04,00-04,291
2023-01-04,00+,15774
2023-01-04,05-14,56
2023-01-04,15-34,676
2023-01-04,35-59,1936
2023-01-04,60-79,5555
2023-01-04,80+,7260
2023-01-05,00-04,216
2023-01-05,00+,14750
2023-01-05,05-14,51
2023-01-05,15-34,698
2023-01-05,35-59,1912
2023-01-05,60-79,5017
2023-01-05,80+,6856
2023-01-06,00-04,181
2023-01-06,00+,13018
2023-01-06,05-14,54
2023-01-06,15-34,647
2023-01-06,35-59,1537
2023-01-06,60-79,4788
2023-01-06,80+,5811
2023-01-07,00-04,186
2023-01-07,00+,10578
2023-01-07,05-14,36
2023-01-07,15-34,696
2023-01-07,35-59,1378
2023-01-07,60-79,3798
2023-01-07,80+,4484
2023-01-08,00-04,96
2023-01-08,00+,6177
2023-01-08,05-14,21
2023-01-08,15-34,324
2023-01-08,35-59,803
2023-01-08,60-79,2162
2023-01-08,80+,2771
2023-01-09,00-04,92
2023-01-09,00+,5915
2023-01-09,05-14,19
2023-01-09,15-34,311
2023-01-09,35-59,775
2023-01-09,60-79,2079
2023-01-09,80+,2639
2023-01-10,00-04,250
2023-01-10,00+,15320
2023-01-10,05-14,76
2023-01-10,15-34,827
2023-01-10,35-59,2022
2023-01-10,60-79,5481
2023-01-10,80+,6664
2023-01-11,00-04,312
2023-01-11,00+,11776
2023-01-11,05-14,52
2023-01-11,15-34,635
2023-01-11,35-59,1635
2023-01-11,60-79,4046
2023-01-11,80+,5096
2023-01-12,00-04,187
2023-01-12,00+,10374
2023-01-12,05-14,35
2023-01-12,15-34,632
2023-01-12,35-59,1368
2023-01-12,60-79,3595
2023-01-12,80+,4557
2023-01-13,00-04,153
2023-01-13,00+,8730
2023-01-13,05-14,34
2023-01-13,15-34,517
2023-01-13,35-59,1058
2023-01-13,60-79,3146
2023-01-13,80+,3822
2023-01-14,00-04,159
2023-01-14,00+,8622
2023-01-14,05-14,60
2023-01-14,15-34,475
2023-01-14,35-59,1012
2023-01-14,60-79,3150
2023-01-14,80+,3766
2023-01-15,00-04,98
2023-01-15,00+,4824
2023-01-15,05-14,25
2023-01-15,15-34,277
2023-01-15,35-59,601
2023-01-15,60-79,1782
2023-01-15,80+,2041
2023-01-16,00-04,95
2023-01-16,00+,4639
2023-01-16,05-14,23
2023-01-16,15-34,265
2023-01-16,35-59,582
2023-01-16,60-79,1717
2023-01-16,80+,1957
2023-01-17,00-04,135
2023-01-17,00+,8703
2023-01-17,05-14,70
2023-01-17,15-34,425
2023-01-17,35-59,1291
2023-01-17,60-79,3157
2023-01-17,80+,3625
2023-01-18,00-04,166
2023-01-18,00+,8266
2023-01-18,05-14,52
2023-01-18,15-34,478
2023-01-18,35-59,1029
2023-01-18,60-79,2986
2023-01-18,80+,3555
2023-01-19,00-04,140
2023-01-19,00+,6995
2023-01-19,05-14,60
2023-01-19,15-34,476
2023-01-19,35-59,1066
2023-01-19,60-79,2480
2023-01-19,80+,2773
2023-01-20,00-04,147
2023-01-20,00+,7841
2023-01-20,05-14,90
2023-01-20,15-34,483
2023-01-20,35-59,1259
2023-01-20,60-79,2714
2023-01-20,80+,3148
2023-01-21,00-04,140
2023-01-21,00+,5939
2023-01-21,05-14,51
2023-01-21,15-34,322
2023-01-21,35-59,793
2023-01-21,60-79,2050
2023-01-21,80+,2583
2023-01-22,00-04,93
2023-01-22,00+,3568
2023-01-22,05-14,34
2023-01-22,15-34,215
2023-01-22,35-59,474
2023-01-22,60-79,1218
2023-01-22,80+,1534
2023-01-23,00-04,88
2023-01-23,00+,3432
2023-01-23,05-14,30
2023-01-23,15-34,207
2023-01-23,35-59,463
2023-01-23,60-79,1163
2023-01-23,80+,1481
2023-01-24,00-04,200
2023-01-24,00+,6933
2023-01-24,05-14,62
2023-01-24,15-34,475
2023-01-24,35-59,1105
2023-01-24,60-79,2287
2023-01-24,80+,2804
2023-01-25,00-04,210
2023-01-25,00+,6636
2023-01-25,05-14,70
2023-01-25,15-34,459
2023-01-25,35-59,1013
2023-01-25,60-79,2316
2023-01-25,80+,2568
2023-01-26,00-04,160
2023-01-26,00+,5826
2023-01-26,05-14,65
2023-01-26,15-34,395
2023-01-26,35-59,814
2023-01-26,60-79,1974
2023-01-26,80+,2418
2023-01-27,00-04,140
2023-01-27,00+,5961
2023-01-27,05-14,78
2023-01-27,15-34,417
2023-01-27,35-59,816
2023-01-27,60-79,2072
2023-01-27,80+,2438
2023-01-28,00-04,137
2023-01-28,00+,6005
2023-01-28,05-14,69
2023-01-28,15-34,397
2023-01-28,35-59,786
2023-01-28,60-79,2101
2023-01-28,80+,2515
2023-01-29,00-04,97
2023-01-29,00+,3641
2023-01-29,05-14,57
2023-01-29,15-34,264
2023-01-29,35-59,519
2023-01-29,60-79,1246
2023-01-29,80+,1458
2023-01-30,00-04,93
2023-01-30,00+,3502
2023-01-30,05-14,55
2023-01-30,15-34,250
2023-01-30,35-59,509
2023-01-30,60-79,1203
2023-01-30,80+,1392
2023-01-31,00-04,158
2023-01-31,00+,6875
2023-01-31,05-14,79
2023-01-31,15-34,497
2023-01-31,35-59,923
2023-01-31,60-79,2421
2023-01-31,80+,2797
2023-02-01,00-04,191
2023-02-01,00+,6797
2023-02-01,05-14,75
2023-02-01,15-34,472
2023-02-01,35-59,993
2023-02-01,60-79,2339
2023-02-01,80+,2727
2023-02-02,00-04,175
2023-02-02,00+,7426
2023-02-02,05-14,103
2023-02-02,15-34,487
2023-02-02,35-59,1066
2023-02-02,60-79,2581
2023-02-02,80+,3014
2023-02-03,00-04,145
2023-02-03,00+,6103
2023-02-03,05-14,61
2023-02-03,15-34,423
2023-02-03,35-59,828
2023-02-03,60-79,2022
2023-02-03,80+,2624
2023-02-04,00-04,144
2023-02-04,00+,6247
2023-02-04,05-14,67
2023-02-04,15-34,450
2023-02-04,35-59,903
2023-02-04,60-79,2193
2023-02-04,80+,2490
2023-02-05,00-04,103
2023-02-05,00+,4258
2023-02-05,05-14,50
2023-02-05,15-34,320
2023-02-05,35-59,624
2023-02-05,60-79,1476
2023-02-05,80+,1685
2023-02-06,00-04,101
2023-02-06,00+,4084
2023-02-06,05-14,45
2023-02-06,15-34,306
2023-02-06,35-59,608
2023-02-06,60-79,1422
2023-02-06,80+,1602
2023-02-07,00-04,159
2023-02-07,00+,7931
2023-02-07,05-14,110
2023-02-07,15-34,563
2023-02-07,35-59,1233
2023-02-07,60-79,2677
2023-02-07,80+,3189
2023-02-08,00-04,171
2023-02-08,00+,7538
2023-02-08,05-14,75
2023-02-08,15-34,520
2023-02-08,35-59,1080
2023-02-08,60-79,2545
2023-02-08,80+,3147
2023-02-09,00-04,219
2023-02-09,00+,7748
2023-02-09,05-14,83
2023-02-09,15-34,515
2023-02-09,35-59,1179
2023-02-09,60-79,2600
2023-02-09,80+,3152
2023-02-10,00-04,172
2023-02-10,00+,7651
2023-02-10,05-14,65
2023-02-10,15-34,503
2023-02-10,35-59,1216
2023-02-10,60-79,2601
2023-02-10,80+,3094
2023-02-11,00-04,199
2023-02-11,00+,7657
2023-02-11,05-14,75
2023-02-11,15-34,466
2023-02-11,35-59,1156
2023-02-11,60-79,2697
2023-02-11,80+,3064
2023-02-12,00-04,130
2023-02-12,00+,5091
2023-02-12,05-14,54
2023-02-12,15-34,315
2023-02-12,35-59,764
2023-02-12,60-79,1765
2023-02-12,80+,2063
2023-02-13,00-04,124
2023-02-13,00+,4902
2023-02-13,05-14,53
2023-02-13,15-34,301
2023-02-13,35-59,738
2023-02-13,60-79,1702
2023-02-13,80+,1984
2023-02-14,00-04,170
2023-02-14,00+,9260
2023-02-14,05-14,78
2023-02-14,15-34,637
2023-02-14,35-59,1342
2023-02-14,60-79,3325
2023-02-14,80+,3708
2023-02-15,00-04,191
2023-02-15,00+,8952
2023-02-15,05-14,73
2023-02-15,15-34,627
2023-02-15,35-59,1265
2023-02-15,60-79,3165
2023-02-15,80+,3631
2023-02-16,00-04,178
2023-02-16,00+,9326
2023-02-16,05-14,104
2023-02-16,15-34,645
2023-02-16,35-59,1403
2023-02-16,60-79,3189
2023-02-16,80+,3807
2023-02-17,00-04,190
2023-02-17,00+,9688
2023-02-17,05-14,91
2023-02-17,15-34,637
2023-02-17,35-59,1438
2023-02-17,60-79,3445
2023-02-17,80+,3887
2023-02-18,00-04,241
2023-02-18,00+,11227
2023-02-18,05-14,123
2023-02-18,15-34,1005
2023-02-18,35-59,1880
2023-02-18,60-79,3809
2023-02-18,80+,4169
2023-02-19,00-04,122
2023-02-19,00+,6345
2023-02-19,05-14,41
2023-02-19,15-34,436
2023-02-19,35-59,940
2023-02-19,60-79,2242
2023-02-19,80+,2564
2023-02-20,00-04,116
2023-02-20,00+,6112
2023-02-20,05-14,40
2023-02-20,15-34,413
2023-02-20,35-59,910
2023-02-20,60-79,2180
2023-02-20,80+,2453
2023-02-21,00-04,161
2023-02-21,00+,8667
2023-02-21,05-14,57
2023-02-21,15-34,472
2023-02-21,35-59,1244
2023-02-21,60-79,3080
2023-02-21,80+,3653
2023-02-22,00-04,710
2023-02-22,00+,19605
2023-02-22,05-14,198
2023-02-22,15-34,1721
2023-02-22,35-59,2875
2023-02-22,60-79,6726
2023-02-22,80+,7375
2023-02-23,00-04,246
2023-02-23,00+,11051
2023-02-23,05-14,59
2023-02-23,15-34,624
2023-02-23,35-59,1580
2023-02-23,60-79,3794
2023-02-23,80+,4748
2023-02-24,00-04,279
2023-02-24,00+,10586
2023-02-24,05-14,67
2023-02-24,15-34,655
2023-02-24,35-59,1397
2023-02-24,60-79,3711
2023-02-24,80+,4477
2023-02-25,00-04,233
2023-02-25,00+,11196
2023-02-25,05-14,54
2023-02-25,15-34,703
2023-02-25,35-59,1525
2023-02-25,60-79,4059
2023-02-25,80+,4622
2023-02-26,00-04,149
2023-02-26,00+,6908
2023-02-26,05-14,37
2023-02-26,15-34,448
2023-02-26,35-59,978
2023-02-26,60-79,2478
2023-02-26,80+,2818
2023-02-27,00-04,141
2023-02-27,00+,6602
2023-02-27,05-14,36
2023-02-27,15-34,436
2023-02-27,35-59,942
2023-02-27,60-79,2379
2023-02-27,80+,2668
2023-02-28,00-04,211
2023-02-28,00+,13250
2023-02-28,05-14,101
2023-02-28,15-34,926
2023-02-28,35-59,1985
2023-02-28,60-79,4561
2023-02-28,80+,5466
2023-03-01,00-04,225
2023-03-01,00+,11630
2023-03-01,05-14,75
2023-03-01,15-34,774
2023-03-01,35-59,1570
2023-03-01,60-79,4182
2023-03-01,80+,4804
2023-03-02,00-04,215
2023-03-02,00+,10683
2023-03-02,05-14,53
2023-03-02,15-34,762
2023-03-02,35-59,1554
2023-03-02,60-79,3672
2023-03-02,80+,4427
2023-03-03,00-04,231
2023-03-03,00+,10254
2023-03-03,05-14,60
2023-03-03,15-34,699
2023-03-03,35-59,1544
2023-03-03,60-79,3565
2023-03-03,80+,4155
2023-03-04,00-04,209
2023-03-04,00+,9434
2023-03-04,05-14,75
2023-03-04,15-34,599
2023-03-04,35-59,1456
2023-03-04,60-79,3263
2023-03-04,80+,3832
2023-03-05,00-04,135
2023-03-05,00+,6268
2023-03-05,05-14,46
2023-03-05,15-34,424
2023-03-05,35-59,958
2023-03-05,60-79,2173
2023-03-05,80+,2532
2023-03-06,00-04,132
2023-03-06,00+,5977
2023-03-06,05-14,44
2023-03-06,15-34,409
2023-03-06,35-59,916
2023-03-06,60-79,2082
2023-03-06,80+,2394
2023-03-07,00-04,230
2023-03-07,00+,10536
2023-03-07,05-14,71
2023-03-07,15-34,634
2023-03-07,35-59,1447
2023-03-07,60-79,3627
2023-03-07,80+,4527
2023-03-08,00-04,203
2023-03-08,00+,10150
2023-03-08,05-14,79
2023-03-08,15-34,604
2023-03-08,35-59,1380
2023-03-08,60-79,3488
2023-03-08,80+,4396
2023-03-09,00-04,244
2023-03-09,00+,9579
2023-03-09,05-14,87
2023-03-09,15-34,490
2023-03-09,35-59,1121
2023-03-09,60-79,3486
2023-03-09,80+,4151
2023-03-10,00-04,207
2023-03-10,00+,9226
2023-03-10,05-14,62
2023-03-10,15-34,509
2023-03-10,35-59,1237
2023-03-10,60-79,3345
2023-03-10,80+,3866
2023-03-11,00-04,205
2023-03-11,00+,9074
2023-03-11,05-14,67
2023-03-11,15-34,397
2023-03-11,35-59,1134
2023-03-11,60-79,3217
2023-03-11,80+,4054
2023-03-12,00-04,145
2023-03-12,00+,6033
2023-03-12,05-14,42
2023-03-12,15-34,313
2023-03-12,35-59,752
2023-03-12,60-79,2175
2023-03-12,80+,2606
2023-03-13,00-04,140
2023-03-13,00+,5810
2023-03-13,05-14,42
2023-03-13,15-34,305
2023-03-13,35-59,725
2023-03-13,60-79,2086
2023-03-13,80+,2512
2023-03-14,00-04,223
2023-03-14,00+,10783
2023-03-14,05-14,55
2023-03-14,15-34,607
2023-03-14,35-59,1271
2023-03-14,60-79,3904
2023-03-14,80+,4723
2023-03-15,00-04,258
2023-03-15,00+,10742
2023-03-15,05-14,67
2023-03-15,15-34,567
2023-03-15,35-59,1316
2023-03-15,60-79,3814
2023-03-15,80+,4720
2023-03-16,00-04,219
2023-03-16,00+,9668
2023-03-16,05-14,59
2023-03-16,15-34,479
2023-03-16,35-59,1318
2023-03-16,60-79,3421
2023-03-16,80+,4172
2023-03-17,00-04,254
2023-03-17,00+,11955
2023-03-17,05-14,65
2023-03-17,15-34,659
2023-03-17,35-59,1676
2023-03-17,60-79,4141
2023-03-17,80+,5160
2023-03-18,00-04,176
2023-03-18,00+,9149
2023-03-18,05-14,57
2023-03-18,15-34,441
2023-03-18,35-59,1172
2023-03-18,60-79,3253
2023-03-18,80+,4050
2023-03-19,00-04,134
2023-03-19,00+,6657
2023-03-19,05-14,33
2023-03-19,15-34,313
2023-03-19,35-59,847
2023-03-19,60-79,2345
2023-03-19,80+,2985
2023-03-20,00-04,130
2023-03-20,00+,6411
2023-03-20,05-14,32
2023-03-20,15-34,302
2023-03-20,35-59,823
2023-03-20,60-79,2257
2023-03-20,80+,2867
2023-03-21,00-04,201
2023-03-21,00+,10482
2023-03-21,05-14,53
2023-03-21,15-34,488
2023-03-21,35-59,1284
2023-03-21,60-79,3626
2023-03-21,80+,4830
2023-03-22,00-04,223
2023-03-22,00+,9843
2023-03-22,05-14,54
2023-03-22,15-34,491
2023-03-22,35-59,1079
2023-03-22,60-79,3535
2023-03-22,80+,4461
2023-03-23,00-04,198
2023-03-23,00+,10007
2023-03-23,05-14,66
2023-03-23,15-34,428
2023-03-23,35-59,1272
2023-03-23,60-79,3542
2023-03-23,80+,4501
2023-03-24,00-04,177
2023-03-24,00+,8458
2023-03-24,05-14,49
2023-03-24,15-34,374
2023-03-24,35-59,991
2023-03-24,60-79,3048
2023-03-24,80+,3819
2023-03-25,00-04,176
2023-03-25,00+,8361
2023-03-25,05-14,62
2023-03-25,15-34,391
2023-03-25,35-59,928
2023-03-25,60-79,3079
2023-03-25,80+,3725
2023-03-26,00-04,129
2023-03-26,00+,5594
2023-03-26,05-14,36
2023-03-26,15-34,242
2023-03-26,35-59,631
2023-03-26,60-79,2049
2023-03-26,80+,2507
2023-03-27,00-04,124
2023-03-27,00+,5367
2023-03-27,05-14,36
2023-03-27,15-34,236
2023-03-27,35-59,616
2023-03-27,60-79,1948
2023-03-27,80+,2407
2023-03-28,00-04,223
2023-03-28,00+,8744
2023-03-28,05-14,40
2023-03-28,15-34,334
2023-03-28,35-59,931
2023-03-28,60-79,3135
2023-03-28,80+,4081
2023-03-29,00-04,163
2023-03-29,00+,8885
2023-03-29,05-14,30
2023-03-29,15-34,362
2023-03-29,35-59,1038
2023-03-29,60-79,3214
2023-03-29,80+,4078
2023-03-30,00-04,148
2023-03-30,00+,7623
2023-03-30,05-14,43
2023-03-30,15-34,337
2023-03-30,35-59,922
2023-03-30,60-79,2746
2023-03-30,80+,3427
2023-03-31,00-04,102
2023-03-31,00+,7624
2023-03-31,05-14,44
2023-03-31,15-34,308
2023-03-31,35-59,854
2023-03-31,60-79,2828
2023-03-31,80+,3488
2023-04-01,00-04,133
2023-04-01,00+,7069
2023-04-01,05-14,33
2023-04-01,15-34,350
2023-04-01,35-59,906
2023-04-01,60-79,2499
2023-04-01,80+,3148
2023-04-02,00-04,80
2023-04-02,00+,4326
2023-04-02,05-14,22
2023-04-02,15-34,157
2023-04-02,35-59,511
2023-04-02,60-79,1563
2023-04-02,80+,1993
2023-04-03,00-04,79
2023-04-03,00+,4164
2023-04-03,05-14,22
2023-04-03,15-34,154
2023-04-03,35-59,494
2023-04-03,60-79,1509
2023-04-03,80+,1906
2023-04-04,00-04,177
2023-04-04,00+,7077
2023-04-04,05-14,26
2023-04-04,15-34,352
2023-04-04,35-59,888
2023-04-04,60-79,2452
2023-04-04,80+,3182
2023-04-05,00-04,131
2023-04-05,00+,6324
2023-04-05,05-14,28
2023-04-05,15-34,284
2023-04-05,35-59,804
2023-04-05,60-79,2240
2023-04-05,80+,2837
2023-04-06,00-04,151
2023-04-06,00+,5924
2023-04-06,05-14,44
2023-04-06,15-34,283
2023-04-06,35-59,765
2023-04-06,60-79,2243
2023-04-06,80+,2438
2023-04-07,00-04,151
2023-04-07,00+,6057
2023-04-07,05-14,39
2023-04-07,15-34,278
2023-04-07,35-59,701
2023-04-07,60-79,2222
2023-04-07,80+,2666
2023-04-08,00-04,66
2023-04-08,00+,2939
2023-04-08,05-14,24
2023-04-08,15-34,151
2023-04-08,35-59,331
2023-04-08,60-79,1082
2023-04-08,80+,1285
2023-04-09,00-04,63
2023-04-09,00+,2817
2023-04-09,05-14,23
2023-04-09,15-34,147
2023-04-09,35-59,318
2023-04-09,60-79,1040
2023-04-09,80+,1226
2023-04-10,00-04,62
2023-04-10,00+,2693
2023-04-10,05-14,23
2023-04-10,15-34,143
2023-04-10,35-59,305
2023-04-10,60-79,992
2023-04-10,80+,1168
2023-04-11,00-04,33
2023-04-11,00+,1436
2023-04-11,05-14,12
2023-04-11,15-34,81
2023-04-11,35-59,167
2023-04-11,60-79,530
2023-04-11,80+,613
2023-04-12,00-04,153
2023-04-12,00+,6142
2023-04-12,05-14,30
2023-04-12,15-34,286
2023-04-12,35-59,635
2023-04-12,60-79,2269
2023-04-12,80+,2769
2023-04-13,00-04,73
2023-04-13,00+,5629
2023-04-13,05-14,11
2023-04-13,15-34,178
2023-04-13,35-59,582
2023-04-13,60-79,2157
2023-04-13,80+,2628
2023-04-14,00-04,69
2023-04-14,00+,4798
2023-04-14,05-14,10
2023-04-14,15-34,189
2023-04-14,35-59,461
2023-04-14,60-79,1742
2023-04-14,80+,2327
2023-04-15,00-04,93
2023-04-15,00+,4828
2023-04-15,05-14,7
2023-04-15,15-34,189
2023-04-15,35-59,548
2023-04-15,60-79,1684
2023-04-15,80+,2307
2023-04-16,00-04,59
2023-04-16,00+,2940
2023-04-16,05-14,5
2023-04-16,15-34,100
2023-04-16,35-59,319
2023-04-16,60-79,1034
2023-04-16,80+,1423
2023-04-17,00-04,57
2023-04-17,00+,2832
2023-04-17,05-14,5
2023-04-17,15-34,95
2023-04-17,35-59,307
2023-04-17,60-79,1005
2023-04-17,80+,1363
2023-04-18,00-04,172
2023-04-18,00+,5990
2023-04-18,05-14,15
2023-04-18,15-34,226
2023-04-18,35-59,653
2023-04-18,60-79,1978
2023-04-18,80+,2946
2023-04-19,00-04,99
2023-04-19,00+,5133
2023-04-19,05-14,20
2023-04-19,15-34,201
2023-04-19,35-59,513
2023-04-19,60-79,1792
2023-04-19,80+,2508
2023-04-20,00-04,76
2023-04-20,00+,4162
2023-04-20,05-14,19
2023-04-20,15-34,168
2023-04-20,35-59,446
2023-04-20,60-79,1491
2023-04-20,80+,1962
2023-04-21,00-04,78
2023-04-21,00+,3930
2023-04-21,05-14,20
2023-04-21,15-34,107
2023-04-21,35-59,430
2023-04-21,60-79,1496
2023-04-21,80+,1799
2023-04-22,00-04,75
2023-04-22,00+,3856
2023-04-22,05-14,10
2023-04-22,15-34,120
2023-04-22,35-59,410
2023-04-22,60-79,1455
2023-04-22,80+,1786
2023-04-23,00-04,60
2023-04-23,00+,2487
2023-04-23,05-14,10
2023-04-23,15-34,83
2023-04-23,35-59,272
2023-04-23,60-79,948
2023-04-23,80+,1114
2023-04-24,00-04,54
2023-04-24,00+,2411
2023-04-24,05-14,10
2023-04-24,15-34,83
2023-04-24,35-59,266
2023-04-24,60-79,921
2023-04-24,80+,1077
2023-04-25,00-04,72
2023-04-25,00+,4217
2023-04-25,05-14,29
2023-04-25,15-34,123
2023-04-25,35-59,402
2023-04-25,60-79,1621
2023-04-25,80+,1970
2023-04-26,00-04,111
2023-04-26,00+,4231
2023-04-26,05-14,23
2023-04-26,15-34,118
2023-04-26,35-59,417
2023-04-26,60-79,1540
2023-04-26,80+,2022
2023-04-27,00-04,84
2023-04-27,00+,3761
2023-04-27,05-14,15
2023-04-27,15-34,138
2023-04-27,35-59,493
2023-04-27,60-79,1348
2023-04-27,80+,1683
2023-04-28,00-04,97
2023-04-28,00+,3594
2023-04-28,05-14,27
2023-04-28,15-34,115
2023-04-28,35-59,446
2023-04-28,60-79,1279
2023-04-28,80+,1630
2023-04-29,00-04,95
2023-04-29,00+,3447
2023-04-29,05-14,29
2023-04-29,15-34,122
2023-04-29,35-59,425
2023-04-29,60-79,1206
2023-04-29,80+,1570
2023-04-30,00-04,61
2023-04-30,00+,2112
2023-04-30,05-14,14
2023-04-30,15-34,69
2023-04-30,35-59,234
2023-04-30,60-79,736
2023-04-30,80+,998
2023-05-01,00-04,59
2023-05-01,00+,2043
2023-05-01,05-14,14
2023-05-01,15-34,66
2023-05-01,35-59,224
2023-05-01,60-79,716
2023-05-01,80+,964
2023-05-02,00-04,37
2023-05-02,00+,1250
2023-05-02,05-14,5
2023-05-02,15-34,42
2023-05-02,35-59,145
2023-05-02,60-79,445
2023-05-02,80+,576
2023-05-03,00-04,71
2023-05-03,00+,3168
2023-05-03,05-14,21
2023-05-03,15-34,98
2023-05-03,35-59,350
2023-05-03,60-79,1176
2023-05-03,80+,1452
2023-05-04,00-04,115
2023-05-04,00+,4174
2023-05-04,05-14,21
2023-05-04,15-34,190
2023-05-04,35-59,526
2023-05-04,60-79,1509
2023-05-04,80+,1813
2023-05-05,00-04,101
2023-05-05,00+,3303
2023-05-05,05-14,22
2023-05-05,15-34,110
2023-05-05,35-59,402
2023-05-05,60-79,1238
2023-05-05,80+,1430
2023-05-06,00-04,72
2023-05-06,00+,3131
2023-05-06,05-14,34
2023-05-06,15-34,81
2023-05-06,35-59,342
2023-05-06,60-79,1154
2023-05-06,80+,1448
2023-05-07,00-04,39
2023-05-07,00+,1685
2023-05-07,05-14,12
2023-05-07,15-34,47
2023-05-07,35-59,179
2023-05-07,60-79,628
2023-05-07,80+,780
2023-05-08,00-04,36
2023-05-08,00+,1625
2023-05-08,05-14,11
2023-05-08,15-34,47
2023-05-08,35-59,172
2023-05-08,60-79,602
2023-05-08,80+,757
2023-05-09,00-04,77
2023-05-09,00+,3807
2023-05-09,05-14,23
2023-05-09,15-34,116
2023-05-09,35-59,424
2023-05-09,60-79,1406
2023-05-09,80+,1761
2023-05-10,00-04,83
2023-05-10,00+,2827
2023-05-10,05-14,11
2023-05-10,15-34,147
2023-05-10,35-59,271
2023-05-10,60-79,1035
2023-05-10,80+,1280
2023-05-11,00-04,54
2023-05-11,00+,2889
2023-05-11,05-14,12
2023-05-11,15-34,102
2023-05-11,35-59,321
2023-05-11,60-79,1124
2023-05-11,80+,1276
2023-05-12,00-04,60
2023-05-12,00+,2800
2023-05-12,05-14,10
2023-05-12,15-34,102
2023-05-12,35-59,310
2023-05-12,60-79,1032
2023-05-12,80+,1286
2023-05-13,00-04,50
2023-05-13,00+,2471
2023-05-13,05-14,6
2023-05-13,15-34,72
2023-05-13,35-59,292
2023-05-13,60-79,953
2023-05-13,80+,1098
2023-05-14,00-04,43
2023-05-14,00+,1557
2023-05-14,05-14,6
2023-05-14,15-34,56
2023-05-14,35-59,166
2023-05-14,60-79,599
2023-05-14,80+,687
2023-05-15,00-04,41
2023-05-15,00+,1517
2023-05-15,05-14,5
2023-05-15,15-34,51
2023-05-15,35-59,166
2023-05-15,60-79,588
2023-05-15,80+,666
2023-05-16,00-04,30
2023-05-16,00+,2116
2023-05-16,05-14,14
2023-05-16,15-34,72
2023-05-16,35-59,178
2023-05-16,60-79,823
2023-05-16,80+,999
2023-05-17,00-04,42
2023-05-17,00+,2336
2023-05-17,05-14,20
2023-05-17,15-34,85
2023-05-17,35-59,271
2023-05-17,60-79,850
2023-05-17,80+,1068
2023-05-18,00-04,54
2023-05-18,00+,2227
2023-05-18,05-14,5
2023-05-18,15-34,75
2023-05-18,35-59,232
2023-05-18,60-79,852
2023-05-18,80+,1009
2023-05-19,00-04,26
2023-05-19,00+,1021
2023-05-19,05-14,3
2023-05-19,15-34,30
2023-05-19,35-59,107
2023-05-19,60-79,377
2023-05-19,80+,478
2023-05-20,00-04,48
2023-05-20,00+,1926
2023-05-20,05-14,2
2023-05-20,15-34,53
2023-05-20,35-59,196
2023-05-20,60-79,797
2023-05-20,80+,830
2023-05-21,00-04,29
2023-05-21,00+,954
2023-05-21,05-14,2
2023-05-21,15-34,28
2023-05-21,35-59,100
2023-05-21,60-79,363
2023-05-21,80+,432
2023-05-22,00-04,29
2023-05-22,00+,929
2023-05-22,05-14,2
2023-05-22,15-34,26
2023-05-22,35-59,98
2023-05-22,60-79,349
2023-05-22,80+,425
2023-05-23,00-04,47
2023-05-23,00+,1884
2023-05-23,05-14,0
2023-05-23,15-34,48
2023-05-23,35-59,277
2023-05-23,60-79,639
2023-05-23,80+,873
2023-05-24,00-04,64
2023-05-24,00+,2517
2023-05-24,05-14,12
2023-05-24,15-34,65
2023-05-24,35-59,279
2023-05-24,60-79,1052
2023-05-24,80+,1045
2023-05-25,00-04,38
2023-05-25,00+,1633
2023-05-25,05-14,6
2023-05-25,15-34,45
2023-05-25,35-59,155
2023-05-25,60-79,607
2023-05-25,80+,782
2023-05-26,00-04,59
2023-05-26,00+,1818
2023-05-26,05-14,4
2023-05-26,15-34,58
2023-05-26,35-59,203
2023-05-26,60-79,644
2023-05-26,80+,850
2023-05-27,00-04,31
2023-05-27,00+,1640
2023-05-27,05-14,4
2023-05-27,15-34,51
2023-05-27,35-59,174
2023-05-27,60-79,646
2023-05-27,80+,734
2023-05-28,00-04,21
2023-05-28,00+,1065
2023-05-28,05-14,4
2023-05-28,15-34,30
2023-05-28,35-59,108
2023-05-28,60-79,416
2023-05-28,80+,486
2023-05-29,00-04,21
2023-05-29,00+,1040
2023-05-29,05-14,4
